step,type,amount,nameOrig,nameDest,isFraud,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
507,PAYMENT,76054.54,C27429283514,C73621643931,0,128094.88,52040.34,145016.05,221070.59
301,PAYMENT,95100.25,C15656447133,M57488181085,1,39396.91,0,241187.33,336287.58
339,TRANSFER,64598.42,C60003986376,C85845057975,0,155188.19,90589.77,251270.82,315869.24
267,PAYMENT,67756.85,C94114730422,C42356291640,1,106957.15,39200.3,97493.02,165249.87
461,CASH_OUT,10289.52,C12257916727,M92753134371,0,81572.59,71283.07,22267.05,32556.57
693,PAYMENT,47422.52,C36549081942,C91904968410,0,94422.37,46999.85,33761.97,81184.49
456,PAYMENT,88675.65,C84219636521,C96964289861,1,79867.51,0,244982.61,333658.26
360,TRANSFER,24091.74,C47749938378,C42486272209,0,141493.09,117401.35,128625.55,152717.29
68,CASH_OUT,78836.51,C53825513632,C95447287338,0,51771.24,0,246372.67,325209.18
412,PAYMENT,67571.31,C85862054592,C87058593551,0,102415.48,34844.17,4242.28,71813.59
491,TRANSFER,22299.37,C50472937019,C28629080646,0,151085.72,128786.35,10478.3,32777.67
49,CASH_OUT,28279.84,C62078071450,C52314007602,0,28722.05,442.21,94645.06,122924.9
687,CASH_OUT,42756.66,C42961584283,C31282786550,0,58367.04,15610.38,61249.03,104005.69
564,TRANSFER,12513.8,C62431151411,C90196553099,0,42690.53,30176.73,193559.22,206073.02
102,TRANSFER,91337.22,C16481174589,C71943363057,0,114381.96,23044.74,175595.23,266932.45
216,PAYMENT,73936.02,C97214413259,C34667489611,0,82411.96,8475.94,268290.77,342226.79
438,CASH_OUT,36497.05,C62520097339,M79484120905,1,64789.47,28292.42,236538.55,273035.6
700,PAYMENT,29967.25,C74250535774,M25809827302,0,71558.14,41590.89,30241.39,60208.64
569,CASH_OUT,68958.2,C37138717990,C80094487542,0,93907.55,24949.35,266130.14,335088.34
559,PAYMENT,42422.67,C81487983282,M42652689167,0,83682.82,41260.15,36006.08,78428.75
159,PAYMENT,22934.43,C19950266886,C94797592855,0,141264.8,118330.37,59017.96,81952.39
489,TRANSFER,43015.65,C57719985677,C82726197572,1,138542.74,95527.09,151592.95,194608.6
686,PAYMENT,87129.83,C16990262137,C69002461674,0,5325.69,0,33474.89,120604.72
242,PAYMENT,6861.6,C39704129263,C94748614092,0,141926.33,135064.73,68044.59,74906.19
5,TRANSFER,36836.46,C46303488831,C47677801715,0,44401.76,7565.3,134313.2,171149.66
596,TRANSFER,96233.98,C12689407755,M41402546511,0,83964.47,0,74527.5,170761.48
361,TRANSFER,1484.17,C85655404973,M32656546003,0,44491.33,43007.16,283981.75,285465.92
459,PAYMENT,89064.14,C58358402961,M46595889650,0,23794.08,0,48601.26,137665.4
248,TRANSFER,37484,C28803529606,C38349492557,0,116785.28,79301.28,171956.5,209440.5
566,PAYMENT,18952.63,C24784646892,C68433116086,0,190125.29,171172.66,149352.23,168304.86
673,PAYMENT,1498.96,C78135398485,M30350070468,0,74393.1,72894.14,135752.56,137251.52
422,TRANSFER,7053.21,C90037304163,C51847759240,0,135653.67,128600.46,70138.83,77192.04
738,CASH_OUT,17185.16,C92520941150,C46124994661,0,90610.61,73425.45,57224.71,74409.87
15,PAYMENT,2541.9,C92689157371,C94555555412,0,36256.33,33714.43,91119.72,93661.62
736,TRANSFER,33585.65,C12784980812,C39515754477,0,184193.54,150607.89,177762.5,211348.15
573,PAYMENT,4490.27,C94878474835,C81145681151,0,89922.19,85431.92,174262.96,178753.23
122,PAYMENT,69221.91,C50093947903,M79977287277,0,1681.8,0,231761.97,300983.88
277,PAYMENT,81890.89,C35384423061,C43438630736,0,91328.02,9437.13,91035.11,172926
558,CASH_OUT,88746.5,C36353093910,C63079071376,0,1186.59,0,212881.88,301628.38
453,CASH_OUT,54913.27,C77519953520,C85007482083,0,158784.17,103870.9,264648.11,319561.38
390,TRANSFER,94651.01,C73257095651,C78092424274,0,73571.23,0,257368.62,352019.63
294,TRANSFER,565.54,C91232908258,M65253882291,0,122921.75,122356.21,139722.88,140288.42
574,TRANSFER,13402.7,C40380677089,C12372792703,0,153343.17,139940.47,198398.39,211801.09
598,PAYMENT,29317.3,C42441443856,C21898468543,0,5541.09,0,249477.3,278794.6
446,PAYMENT,78902.66,C77539496431,M29444525519,1,103616.54,24713.88,46561.42,125464.08
210,PAYMENT,88539.03,C75724694522,M55896300930,0,127615.57,39076.54,287198,375737.03
590,TRANSFER,61813.83,C38972062717,C77108629800,0,94233.22,32419.39,180655.96,242469.79
714,CASH_OUT,38324.25,C71604501520,C53004554666,0,61258.69,22934.44,84732.02,123056.27
302,PAYMENT,66584.89,C10701719527,C62098829595,0,92643.49,26058.6,157225.73,223810.62
223,PAYMENT,18090.76,C37125971089,C32923731875,0,78637.93,60547.17,220991.59,239082.35
734,PAYMENT,45787.95,C30512121966,C44664884442,0,122313.72,76525.77,246354.86,292142.81
3,CASH_OUT,50754.9,C38985871433,C85636217561,0,93822.35,43067.45,92450.63,143205.53
518,PAYMENT,10488.02,C75329531547,C26537564978,0,26040.07,15552.05,102671.56,113159.58
93,PAYMENT,3388.23,C84319983534,C34042581306,0,16784.51,13396.28,245355.88,248744.11
520,TRANSFER,75010.8,C93919387678,C74052549230,1,32642.44,0,251825.4,326836.2
428,TRANSFER,53471.1,C67677706774,M68055700039,0,13122.92,0,206202.45,259673.55
493,PAYMENT,33224.54,C48424190522,C15006516046,0,50713.13,17488.59,205036.22,238260.76
235,PAYMENT,43723.43,C11120852655,C57194764335,0,13992.1,0,75399.28,119122.71
620,TRANSFER,95770.38,C59939182987,C94657391672,0,120716.22,24945.84,286834.91,382605.29
161,PAYMENT,38491.99,C89935259561,C57434506697,0,88935.71,50443.72,255064.8,293556.79
721,CASH_OUT,10348.82,C92813732836,C50239374876,0,51090.77,40741.95,261522.27,271871.09
331,TRANSFER,46360.75,C45929435604,C88928448882,1,2509.88,0,58668.76,105029.51
333,PAYMENT,64805.19,C67884542186,C95918326712,0,29248.13,0,295142.31,359947.5
50,PAYMENT,1212.3,C63200309286,C95325037521,0,133343.11,132130.81,133664.33,134876.63
523,PAYMENT,33234.72,C16227187362,M11072585561,1,49881.69,16646.97,204561.48,237796.2
668,PAYMENT,39352.05,C93416184647,C21107104852,0,66584.31,27232.26,269605.86,308957.91
492,CASH_OUT,46372.02,C10564211288,M24025722684,0,15266.06,0,30258.15,76630.17
582,CASH_OUT,30169.12,C96462792099,C94175718174,0,109656.31,79487.19,95483.5,125652.62
681,PAYMENT,66692.56,C64320630583,M79499687213,0,160873.53,94180.97,110462.25,177154.81
272,PAYMENT,94470.98,C68869316296,M53159706215,0,70658.46,0,232199.19,326670.17
580,PAYMENT,91399.9,C22632273709,M79659699571,0,22940.35,0,88668.94,180068.84
252,PAYMENT,66439.68,C23258584176,C46844943521,0,190794,124354.32,117228.88,183668.56
560,TRANSFER,50688.9,C70635753387,C20623531648,0,102255.24,51566.34,113863.33,164552.23
696,PAYMENT,82581.69,C66057132018,C83192071815,0,17884.6,0,273592.57,356174.26
699,CASH_OUT,83593.88,C50940609348,C13350558613,0,99474.91,15881.03,1020.55,84614.43
90,PAYMENT,82957.48,C81668828354,M46996827413,0,8983.53,0,42114.54,125072.02
446,TRANSFER,15785.44,C78658661816,M13303805423,0,11058.46,0,278497.79,294283.23
332,CASH_OUT,2544.21,C44951992816,C79108029448,0,63698.38,61154.17,182910.21,185454.42
139,PAYMENT,98319.36,C91854842475,C23655531154,0,135451.34,37131.98,27211.16,125530.52
357,PAYMENT,95965.46,C78430045014,M64691026394,0,141011.3,45045.84,142249.46,238214.92
601,PAYMENT,56438.28,C15661065960,C15054355134,0,180290.88,123852.6,281066.51,337504.79
274,PAYMENT,99306.38,C28235609169,C67363844613,0,21597.25,0,226762.83,326069.21
19,CASH_OUT,77054.93,C97275307057,M93345840035,0,92797.06,15742.13,76789.22,153844.15
311,CASH_OUT,51738.5,C52827786934,M41615680252,0,95272.3,43533.8,130359.95,182098.45
154,CASH_OUT,38933.72,C51051692732,C25906938415,0,92166.54,53232.82,147217.05,186150.77
390,CASH_OUT,59286.73,C85302412047,C78154002017,0,168297.65,109010.92,229431.54,288718.27
260,PAYMENT,51580.69,C35083034283,C64622137026,0,162270.53,110689.84,233469.37,285050.06
620,CASH_OUT,99380.26,C95496616591,C48825777626,0,101549.32,2169.06,88120.73,187500.99
571,CASH_OUT,49046.54,C57223098752,M84002326360,1,155705.04,106658.5,217829.57,266876.11
125,PAYMENT,83592.27,C28490190078,C12104834838,0,11838.63,0,292119.9,375712.17
354,PAYMENT,81362.57,C79876797610,C20316581610,0,106426.64,25064.07,21771.73,103134.3
273,TRANSFER,7141.56,C66341406312,M36497805015,0,18980.65,11839.09,244584.05,251725.61
619,PAYMENT,8701.59,C51219412515,C71826963729,0,173399.04,164697.45,178035.69,186737.28
245,PAYMENT,65981.35,C14678194360,C26676142464,0,100629.62,34648.27,114201.29,180182.64
450,CASH_OUT,25911.54,C34764816061,C46063436638,0,3511.74,0,236916.81,262828.35
247,CASH_OUT,65753.05,C62003104331,C66501241832,0,109930.61,44177.56,97762.55,163515.6
520,PAYMENT,14463.44,C85412163621,C63283502003,1,147553.85,133090.41,100532.98,114996.42
141,PAYMENT,39707.43,C49071789317,M59661360329,0,26981.36,0,150136.87,189844.3
362,CASH_OUT,10247.92,C29489660346,M29725494391,0,56569.49,46321.57,137311.34,147559.26
8,TRANSFER,28210.03,C73874984814,C11838473046,0,89657.65,61447.62,39907.23,68117.26
478,PAYMENT,8830.77,C60687805384,M84349852545,1,82924.36,74093.59,7572.65,16403.42
352,TRANSFER,97057.89,C62727373679,C83143087334,0,100573.26,3515.37,189787.81,286845.7
495,CASH_OUT,39506.45,C98605614593,C25333544365,0,3298.12,0,100478.11,139984.56
606,CASH_OUT,90118.98,C78751311560,M18778817824,0,147630.48,57511.5,157004.7,247123.68
427,PAYMENT,97117.21,C88331442494,C69785602091,0,63072.02,0,61645.05,158762.26
39,PAYMENT,90956.36,C73273379217,C16901997339,0,140359.95,49403.59,170318.15,261274.51
593,CASH_OUT,45496.51,C60404770654,M45011196266,0,171041.89,125545.38,99316.36,144812.87
187,PAYMENT,77889.95,C58486594739,C79480728654,0,137455.33,59565.38,183225.63,261115.58
596,TRANSFER,15370.79,C81666115046,C41601709762,0,134383.49,119012.7,203060.45,218431.24
600,PAYMENT,9484.17,C29745565246,M79544010688,1,115805.36,106321.19,907.59,10391.76
93,PAYMENT,87690.27,C57248139024,C58951895672,0,203.27,0,129355.26,217045.53
86,PAYMENT,3112.98,C15404175259,C65806660363,0,180763.77,177650.79,217789.56,220902.54
44,PAYMENT,97232.76,C26882157921,C93807306751,0,166714.51,69481.75,221934.03,319166.79
137,CASH_OUT,67213.72,C67080442125,C56382271529,0,38912.21,0,114235.02,181448.74
421,PAYMENT,41961.88,C79521235385,C33825153360,0,36058.42,0,246287.82,288249.7
74,CASH_OUT,14138.39,C79314770165,M60808800388,0,7365.36,0,195085.95,209224.34
548,CASH_OUT,72323.39,C83910670402,C75020119786,0,75904.82,3581.43,296757.77,369081.16
613,PAYMENT,56311.61,C98277243087,M62075009450,0,197039.28,140727.67,153756.73,210068.34
512,TRANSFER,71112.99,C91256609317,C87132635750,0,19450.94,0,112647.09,183760.08
156,PAYMENT,41792.8,C32863863057,M96779197601,0,113002.63,71209.83,275796.7,317589.5
255,TRANSFER,6626.94,C46782703729,M99423435244,1,52975.18,46348.24,121039.57,127666.51
171,TRANSFER,31497.91,C33007034792,C19574984376,0,172326.27,140828.36,192109.44,223607.35
728,PAYMENT,31502.76,C56308628551,C47593901712,0,101441.37,69938.61,247733.55,279236.31
170,PAYMENT,868.91,C79746640072,C83465898195,0,170710.88,169841.97,138187.25,139056.16
322,TRANSFER,959.09,C32007357472,C61993326782,0,185920.9,184961.81,132547.3,133506.39
567,CASH_OUT,33076.5,C14027711020,C62862421008,0,126718.45,93641.95,86562.62,119639.12
456,PAYMENT,72762.61,C39212490601,C20005251064,0,56567.6,0,288640.28,361402.89
603,TRANSFER,62404.75,C83113078853,C15032515130,0,89683.35,27278.6,283195.27,345600.02
613,PAYMENT,23902.53,C65068047652,C79175382138,0,126294.56,102392.03,139754.19,163656.72
155,CASH_OUT,60276.66,C98435944153,C77950382842,0,130170.35,69893.69,98167.49,158444.15
349,PAYMENT,64738.11,C72358175915,C52252803450,1,13405.8,0,38333.56,103071.67
451,TRANSFER,52257.47,C56303458559,C74369733318,0,70112.6,17855.13,143326.18,195583.65
653,PAYMENT,52135.88,C40915453828,M92469816524,0,106479.39,54343.51,268203.74,320339.62
173,TRANSFER,36975.42,C43191426564,C44804303814,0,67280.77,30305.35,260754.87,297730.29
10,CASH_OUT,12340.31,C48722859278,C13032479895,0,115616.45,103276.14,34865.09,47205.4
740,TRANSFER,38548.99,C34895149367,M27066376893,0,35204.44,0,145766.22,184315.21
265,TRANSFER,34534.09,C83113397814,C60840499950,0,6917.14,0,244682,279216.09
438,TRANSFER,59197.67,C19603086888,C22434245033,0,68264.37,9066.7,250502.94,309700.61
247,CASH_OUT,85626.16,C49806951814,C68257304639,0,113645.91,28019.75,280296.88,365923.04
667,TRANSFER,37538.14,C42555718054,C17720890418,0,2200.5,0,60941.99,98480.13
546,CASH_OUT,70973.82,C23833529706,C58540775283,0,122327.6,51353.78,124450.18,195424
499,TRANSFER,81183.23,C13275038204,M76899409761,0,70904.85,0,286326.54,367509.77
129,TRANSFER,21175.94,C24307220021,C51724313999,0,198621.67,177445.73,81282.63,102458.57
672,PAYMENT,90165.12,C84610866200,M88091119699,0,156558.21,66393.09,100448.29,190613.41
601,TRANSFER,7045.42,C65786287564,C22369954832,1,58209.39,51163.97,67697.65,74743.07
605,PAYMENT,90172.03,C10734961763,C26648964064,0,194298.82,104126.79,161610.68,251782.71
327,CASH_OUT,16364.13,C22891446961,C48096571661,0,55670.61,39306.48,158921.45,175285.58
404,TRANSFER,33717.62,C87107346865,M43807255431,0,21653.49,0,245146.04,278863.66
629,CASH_OUT,60523.92,C72908618161,C19339715048,0,5373.26,0,123845.64,184369.56
606,PAYMENT,90568.43,C70497721872,C18418512809,0,156698.55,66130.12,75067.14,165635.57
675,PAYMENT,25570.89,C56855889615,M52321942408,0,63819.42,38248.53,249223.83,274794.72
611,CASH_OUT,76357.63,C91632321953,C83710503570,0,196867.29,120509.66,194853.38,271211.01
625,PAYMENT,71043.87,C79436359200,C16944004617,0,123641.87,52598,46876.85,117920.72
359,PAYMENT,15971.72,C86512959280,C34853491901,0,32858.63,16886.91,171053.19,187024.91
603,CASH_OUT,47946.91,C86051675762,M23565361338,0,67209.66,19262.75,137960.61,185907.52
718,TRANSFER,48151.03,C64947598033,M25280290439,1,102467.98,54316.95,253732.56,301883.59
17,PAYMENT,30461.88,C44544264726,M82858664634,0,144343.02,113881.14,180495.03,210956.91
274,CASH_OUT,77992.35,C20146610773,M40524524365,0,118283.01,40290.66,237344.58,315336.93
685,PAYMENT,92593.46,C40981557996,C46743927870,0,52000.38,0,139059.76,231653.22
116,CASH_OUT,71657.53,C52992894974,M58729787731,0,95207.58,23550.05,294121.6,365779.13
693,PAYMENT,97295.5,C50836895978,M82923618227,0,43297.36,0,239937.28,337232.78
91,TRANSFER,5047.8,C21710063288,M86954969829,0,69957.46,64909.66,179580.34,184628.14
82,PAYMENT,3723.23,C67336333101,M71995046184,0,57116.19,53392.96,243846.43,247569.66
324,TRANSFER,89385.97,C15951599685,C75678701333,0,179710.67,90324.7,96102.45,185488.42
114,PAYMENT,89780.14,C68154952667,C12550783390,0,157614.65,67834.51,293233.23,383013.37
58,CASH_OUT,10712.97,C11496505851,C92013725074,0,106320.24,95607.27,124496.39,135209.36
154,PAYMENT,35745.25,C83578965357,C71551905768,0,34840.9,0,111116.14,146861.39
404,PAYMENT,83539.62,C16845272311,C60387582774,1,118726.05,35186.43,236269.86,319809.48
628,TRANSFER,12854.94,C59745029082,C73265399746,0,70913.03,58058.09,189175.4,202030.34
266,PAYMENT,26743.54,C71378474154,M77875120590,0,7453.08,0,230490.11,257233.65
315,PAYMENT,68099.92,C79987961826,C51835233100,0,137837.4,69737.48,233865.15,301965.07
715,PAYMENT,98189.92,C71968226732,C51461198159,0,51136.64,0,190967.96,289157.88
41,PAYMENT,79714.09,C22730405068,M27087366514,0,46832.8,0,253354.35,333068.44
105,PAYMENT,77731.98,C47722156297,C29745785883,0,132759.35,55027.37,217927.29,295659.27
193,PAYMENT,34266.92,C11398054330,M73004598454,0,174284.34,140017.42,173240.94,207507.86
401,PAYMENT,66134.65,C14915645112,C84465294861,0,56405.84,0,228345.52,294480.17
278,TRANSFER,11309.72,C66937178596,C35519224155,1,155510.82,144201.1,149348.87,160658.59
354,TRANSFER,99226.71,C51159166937,C83471624162,0,177147.73,77921.02,145577.21,244803.92
733,PAYMENT,48058.95,C88776018663,C25514391922,1,42195.26,0,101895.78,149954.73
580,CASH_OUT,63881.15,C65222107624,C54354564333,0,183486.44,119605.29,254147.7,318028.85
709,CASH_OUT,87617.31,C87260210424,M82506529283,0,56622.45,0,89796.05,177413.36
256,PAYMENT,97.5,C24359357287,M79353828654,0,43559.26,43461.76,75410.34,75507.84
651,PAYMENT,97598.27,C30208080028,M12512208100,0,72140.68,0,65873.3,163471.57
661,CASH_OUT,35916.57,C34298719859,M28592749111,0,45643.13,9726.56,198148.95,234065.52
99,PAYMENT,33959.73,C28015079227,C31733558863,0,114507.55,80547.82,59845.59,93805.32
588,PAYMENT,14507.19,C13942816894,C17746471436,0,94554.56,80047.37,260268.11,274775.3
282,PAYMENT,85818.58,C11492972060,M74518049184,1,133965.15,48146.57,209420.8,295239.38
403,TRANSFER,87084.08,C88886014627,M49430499311,0,144861.01,57776.93,236947.03,324031.11
109,PAYMENT,1999.88,C69547608351,C98567188417,0,16360.59,14360.71,42247.52,44247.4
700,TRANSFER,5573.47,C66436952328,C53067620392,0,30726.42,25152.95,4492.73,10066.2
199,TRANSFER,91834.25,C87543785866,C13902562023,0,157935.71,66101.46,24380.9,116215.15
303,TRANSFER,12287.69,C76151261618,C23220287520,0,13248.69,961,203136.7,215424.39
327,CASH_OUT,62093.13,C23123638056,C43594055100,0,131759.23,69666.1,30993.5,93086.63
154,PAYMENT,61965.43,C73395113479,C83318547382,0,132703.35,70737.92,141656.54,203621.97
552,TRANSFER,86973.16,C13194778113,C53532669565,0,147422.78,60449.62,240902.97,327876.13
645,PAYMENT,57265.84,C52590404954,M93316383209,0,43731.01,0,107297.34,164563.18
405,PAYMENT,43401.71,C99113274778,C39331486977,0,30210.24,0,14112.77,57514.48
462,PAYMENT,97438.1,C65560021822,M85535605978,0,89991.98,0,265021.57,362459.67
132,PAYMENT,22882.32,C53779077517,C82920426284,0,8559.1,0,212477.93,235360.25
84,PAYMENT,26272.54,C34402192481,M39416781008,0,168368.96,142096.42,10561.78,36834.32
399,PAYMENT,8477.88,C87439951654,C40687969552,0,149352.15,140874.27,97347.99,105825.87
628,PAYMENT,97531.71,C81716132260,M84887450472,0,176939.39,79407.68,111697.28,209228.99
109,TRANSFER,70636.31,C57978029266,C94290407416,0,13951.51,0,260602.74,331239.05
221,PAYMENT,1210.7,C22523151225,C80723313615,0,184175.29,182964.59,25755.62,26966.32
553,TRANSFER,70431.7,C25754511022,M55263373637,1,151326.87,80895.17,230985.96,301417.66
368,PAYMENT,40414.21,C74078631882,M44553400747,0,22551.32,0,292244.14,332658.35
147,PAYMENT,96755,C16211170321,C15709147555,0,20935.68,0,115677.15,212432.15
112,PAYMENT,27739.47,C22612717329,C97766241771,0,179996.98,152257.51,7128.64,34868.11
615,PAYMENT,71028.92,C67822972101,C59513094087,0,93229.9,22200.98,72044.61,143073.53
558,TRANSFER,62743.79,C15172234656,C29667159764,0,199769.93,137026.14,38014.83,100758.62
494,PAYMENT,1205.99,C52923094910,C20056565234,0,127001.8,125795.81,236706.45,237912.44
505,CASH_OUT,88521.81,C93038307825,C99586632510,0,137580.34,49058.53,105417.2,193939.01
475,CASH_OUT,13962.13,C92291801130,C67329209524,0,93574.97,79612.84,269497.79,283459.92
271,PAYMENT,66359.21,C83050557978,C16952840223,0,87378.41,21019.2,274175.78,340534.99
421,TRANSFER,77555.07,C75651021380,C73254840124,0,160369.58,82814.51,110622.4,188177.47
707,PAYMENT,63093.13,C39588528533,C15121263254,0,89747.87,26654.74,181417.65,244510.78
367,TRANSFER,9712.29,C16588519850,M27227582090,0,99675.5,89963.21,283251.23,292963.52
280,TRANSFER,97517.94,C64255895411,C72723714404,0,78181.52,0,25880.51,123398.45
283,PAYMENT,23682.55,C37160657094,C12015473472,0,39257.55,15575,231881.18,255563.73
40,PAYMENT,62786.85,C61441260811,M45261043196,0,169781.27,106994.42,14702.19,77489.04
189,PAYMENT,79718.01,C91942881632,M98610330134,0,44142.49,0,133095.37,212813.38
164,PAYMENT,93923.66,C42901881690,C40556934503,0,60336.95,0,153737.3,247660.96
536,TRANSFER,60401.45,C62362830404,M29605964695,0,118559.5,58158.05,164816.52,225217.97
536,PAYMENT,25906.16,C46871383792,M37841183165,0,65224.56,39318.4,254710.1,280616.26
4,PAYMENT,83664.07,C22857714091,C40826163639,0,70675.43,0,61951.61,145615.68
290,PAYMENT,16322.83,C59648053002,M73675517641,0,776.7,0,132312.78,148635.61
433,TRANSFER,2229.22,C23058047943,C17326293794,0,160203.44,157974.22,82303.29,84532.51
471,PAYMENT,90814.98,C49252651981,C35909968692,0,98885.36,8070.38,177107.78,267922.76
181,TRANSFER,57539.32,C30944870733,C51967724259,0,39243.94,0,167444.2,224983.52
248,TRANSFER,6965.08,C24346088955,M91912279171,0,142437.37,135472.29,236262.64,243227.72
628,TRANSFER,57973.36,C81051662265,C44373606318,0,131200.73,73227.37,53248.58,111221.94
279,TRANSFER,14502.27,C56341805886,C96943540620,0,75275.03,60772.76,244825.87,259328.14
581,PAYMENT,3139.57,C53056922692,C71606920655,0,115629.21,112489.64,104554.62,107694.19
254,PAYMENT,11653.29,C23185816095,M92745731264,0,133338.36,121685.07,170614.03,182267.32
181,TRANSFER,77510.97,C50699797769,M20913477264,0,12396.41,0,68519.56,146030.53
681,CASH_OUT,75566.33,C61194203189,C95708519187,0,83522.67,7956.34,143250.43,218816.76
509,TRANSFER,60432.21,C85499798818,C70524212024,0,104934.47,44502.26,49961.52,110393.73
700,PAYMENT,20933.62,C18967297344,C93380891755,0,144663.63,123730.01,205576.38,226510
566,PAYMENT,73896.97,C80539159593,C35258573329,0,76336.89,2439.92,13625.25,87522.22
326,CASH_OUT,40805.12,C53422686029,C99227376535,0,34153.53,0,180325.74,221130.86
357,PAYMENT,51075.85,C81652073755,M87054077986,0,17923.72,0,225328.92,276404.77
650,PAYMENT,89764.17,C37516090549,C25702130796,0,161873.16,72108.99,264513.07,354277.24
680,PAYMENT,45786.29,C25409271818,M91124961245,0,95835.94,50049.65,245298.03,291084.32
391,CASH_OUT,62636.99,C88192163560,C62195424527,0,45860.67,0,268351.27,330988.26
615,PAYMENT,96175.19,C42959483379,C47041528881,1,160966.87,64791.68,184338.66,280513.85
85,PAYMENT,45139.54,C23186544191,M39323126690,0,162388.17,117248.63,15556.98,60696.52
317,TRANSFER,56073.23,C77965041093,C84115306696,0,130256.06,74182.83,291172.24,347245.47
212,PAYMENT,58441.88,C35173894738,C12462360020,0,24022.88,0,233417.33,291859.21
515,CASH_OUT,24071.92,C55540343512,M36549932178,0,60697.78,36625.86,177940,202011.92
384,TRANSFER,73692.47,C85565703976,C68367733164,0,176498.54,102806.07,137843.57,211536.04
691,PAYMENT,72663.98,C54420039597,C58136708967,0,24304.74,0,29260.24,101924.22
342,CASH_OUT,21356.46,C44226275642,C36341278418,0,140110.45,118753.99,3140.27,24496.73
38,CASH_OUT,1334.79,C63925250345,C48254376211,0,51216.36,49881.57,130554.6,131889.39
511,PAYMENT,99894.16,C98801217532,C92922424323,0,6840.75,0,292020.9,391915.06
420,PAYMENT,58159.19,C18711870913,M41139736128,0,137811.32,79652.13,157721.89,215881.08
169,CASH_OUT,18104.02,C53283448599,C58827311366,0,52982.3,34878.28,117685.77,135789.79
343,PAYMENT,28357.26,C86116179031,C11595955543,0,148600.37,120243.11,136575.4,164932.66
306,CASH_OUT,61779.59,C98281196440,C26086114705,0,73398.56,11618.97,89531.25,151310.84
542,CASH_OUT,13762.42,C23431014119,C13076434756,0,43876.56,30114.14,293022.27,306784.69
702,PAYMENT,3729.03,C73609699862,M52071120862,0,181995.75,178266.72,39969.81,43698.84
537,CASH_OUT,79848.18,C96956605633,C70972429421,0,71048.68,0,208550.76,288398.94
112,PAYMENT,71584.91,C74286373884,M39363935303,0,182897.02,111312.11,135441.25,207026.16
411,TRANSFER,30960.86,C15140393378,C70355420210,0,192255.95,161295.09,45767.74,76728.6
206,PAYMENT,5850.08,C10433583461,M71294180178,0,81288.36,75438.28,176330.06,182180.14
185,CASH_OUT,48627.6,C64306165119,M23905416109,0,143660.02,95032.42,178421.96,227049.56
382,TRANSFER,27619.35,C86120318320,C61542892197,0,79310.95,51691.6,53925.59,81544.94
496,TRANSFER,39778.52,C88037226966,M50601989495,0,131288.96,91510.44,138292.94,178071.46
379,CASH_OUT,27397.66,C43690490166,C54055830139,0,154372.94,126975.28,269593.65,296991.31
47,TRANSFER,17527.59,C48218301566,C27512928472,0,127690.55,110162.96,34223.88,51751.47
740,PAYMENT,38699.59,C41263878215,M97470893288,0,57913.11,19213.52,292658.56,331358.15
551,CASH_OUT,96489.45,C53048541041,C96351127490,0,61633.13,0,2467.46,98956.91
528,TRANSFER,26623.52,C82412147669,C28023551082,0,172340.49,145716.97,186844.47,213467.99
504,CASH_OUT,33597.33,C15785319552,C15397636625,0,112810.04,79212.71,168473.12,202070.45
22,CASH_OUT,32924.87,C50440108199,C67958006901,0,180314.89,147390.02,3421.14,36346.01
213,PAYMENT,48029.4,C76049152215,C67043196505,0,83766.31,35736.91,186110.52,234139.92
310,PAYMENT,84350.71,C68267377047,C43491954952,0,52653.44,0,239041.94,323392.65
661,PAYMENT,40212.86,C74763555341,C60482460876,0,121641.94,81429.08,17537.3,57750.16
272,TRANSFER,80614.99,C87036470611,M68433171550,0,178002.32,97387.33,150525.84,231140.83
571,PAYMENT,11502.1,C48372984375,C86348069693,0,100271.07,88768.97,219023.15,230525.25
202,TRANSFER,89490.83,C26661370519,C99393820262,0,55563.66,0,237901.7,327392.53
32,PAYMENT,18531.22,C75374163477,C31114507431,0,44305.79,25774.57,246840.84,265372.06
443,PAYMENT,3921.11,C53162202920,C38044910584,0,89839.19,85918.08,24473.86,28394.97
162,PAYMENT,15836.29,C79146057461,C57326703799,0,170866.42,155030.13,199051.78,214888.07
254,PAYMENT,19075.79,C54341210163,C50103660486,0,57134.52,38058.73,216193.49,235269.28
521,TRANSFER,50850.9,C20754095700,C29198108822,0,110745.12,59894.22,82426.14,133277.04
651,PAYMENT,44994.38,C41934986654,M77794428361,0,34610.19,0,292558.92,337553.3
480,PAYMENT,71587.73,C34460514128,C81910900517,0,148612.09,77024.36,215494.42,287082.15
10,PAYMENT,5096.06,C32251082950,C12257363806,0,91831.94,86735.88,275120.92,280216.98
726,TRANSFER,49771.13,C33747022786,M95352916398,0,47718.09,0,208221.65,257992.78
505,CASH_OUT,33247.79,C65555870057,M51409372486,1,150991.98,117744.19,39020.95,72268.74
560,PAYMENT,63071,C29257300756,C33656756830,0,145608.46,82537.46,77733.48,140804.48
436,TRANSFER,4370.93,C89801162011,C58184411940,1,6712.1,2341.17,126991.66,131362.59
111,PAYMENT,3494.45,C86228377591,C14386560574,0,88333.71,84839.26,128599.7,132094.15
153,PAYMENT,42725.73,C99613764348,M44922834255,0,118605.31,75879.58,193682.09,236407.82
